142	328	180	10.27	9	9.06
143	328	182	10.28	9	8.72
144	328	184	10.175	9	8.34
145	328	186	10.0388	10	7.8
146	328	188	9.86125	10	7.26
147	328	190	9.8125	10	7.1
148	328	192	9.7525	10	7.07
149	328	194	9.68875	10	6.6
150	328	196	9.63375	10	6.29
151	328	198	9.52875	10	6.19
151	329	200	9.21875	10	6.02
152	329	202	9.18625	10	5.92
153	329	204	9.315	10	6.52
154	329	206	9.76875	10	7.82
155	329	208	10.105	9	8.66
156	329	210	9.935	9	8.54
157	329	212	9.60125	10	8.16
157	330	214	9.46	10	7.77
157	331	216	9.355	10	7.49
157	332	218	9.1875	10	7.26
158	332	220	9.07625	10	7.26
159	332	222	9.1425	10	7.71
160	332	224	9.61375	10	8.7
161	332	226	10.1488	10	9.53
162	332	228	10.6312	10	10.3
163	332	230	10.8375	10	10.7
164	332	232	10.925	9	10.9
165	332	234	10.9887	9	11.1
166	332	236	11.3912	9	11.8
167	332	238	12.49	9	13.2
168	332	240	13.775	7	14.7
169	332	242	9.3325	10	9.72
170	332	244	9.355	10	9.89
171	332	246	9.4375	10	10
172	332	248	9.52125	10	10
173	332	250	9.50375	10	10.1
174	332	252	9.42	10	10.1
175	332	254	9.29	10	9.92
176	332	256	9.1875	10	9.66
177	332	258	9.01625	10	9.3
178	332	260	8.68	10	8.76
179	332	262	8.34625	10	8.4
180	332	264	8.15125	10	8.14
181	332	266	8.12875	10	8.22
182	332	268	8.16125	10	8.25
183	332	270	8.1275	10	8.12
184	332	272	7.88875	10	7.83
184	333	274	7.7475	10	7.62
184	334	276	7.53875	10	7.38
185	334	278	7.39625	10	7.2
185	335	280	7.21875	10	6.97
185	336	282	7.05375	10	6.86
186	336	284	6.99625	10	6.67
186	337	286	6.755	10	6.55
187	337	288	6.71875	10	6.46
187	338	290	6.43625	10	6.25
187	339	292	6.29625	10	6.2
187	340	294	6.20875	10	6.2
187	341	296	6.09625	10	6.07
187	342	298	5.98875	10	5.97
187	343	300	5.8325	10	5.7
187	344	302	8.3825	10	8.57
187	345	304	8.36375	10	8.57
188	345	306	8.26875	10	8.48
188	346	308	8.22	10	8.32
189	346	310	8.15375	10	8.32
189	347	312	8.1025	10	8.25
190	347	314	8.08875	10	8.43
190	348	316	8.06125	10	8.43
191	348	318	8.1125	10	8.53
191	349	320	8.1175	10	8.7
191	350	322	8.19	10	8.88
191	351	324	8.25875	10	9.15
191	352	326	8.40375	10	9.35
191	353	328	8.705	10	9.72
191	354	330	9.0525	10	10
191	355	332	9.38375	10	10.2
191	356	334	9.65	10	10.4
191	357	336	9.88125	10	10.6
191	358	338	10.1038	10	10.6
191	359	340	10.2475	10	10.8
191	360	342	10.4675	10	11
191	361	344	10.6825	10	11.2
191	362	346	10.8113	10	11.2
191	363	348	10.905	10	11.4
191	364	350	11.0163	10	11.5
191	365	352	11.1787	10	11.6
191	366	354	11.3913	10	11.7
191	367	356	11.4925	10	11.7
191	368	358	11.4712	10	11.8
191	369	360	11.425	10	11.9
192	369	362	12.0125	9	13.9
193	369	364	12.05	9	14
194	369	366	12	9	13.9
195	369	368	11.9375	9	13.8
195	370	370	11.7625	9	13.6
196	370	372	11.725	9	13.4
196	371	374	11.575	9	13.2
197	371	376	11.6125	9	13
198	371	378	11.6875	9	13.3
199	371	380	11.6875	9	13.7
